0.000000000000000000e+00,4.882809712114521972e-10,4.394531405438328875e-09,4.882811932560571222e-09,5.371093347861233269e-09,5.371093347861233269e-09
2.040816326530612082e-02,1.552734434362434968e-07,2.534179688318261015e-07,2.722167979918310721e-07,2.785644457325986423e-07,2.827148395390111091e-07
4.081632653061224164e-02,3.012695262150089093e-07,5.266113336510613863e-07,5.678710723877600230e-07,5.825195077413525269e-07,5.903320103861631196e-07
6.122448979591836593e-02,4.106445348206477775e-07,7.700194575299690314e-07,8.334961054679013159e-07,8.559569866228855517e-07,8.666991990757821895e-07
8.163265306122448328e-02,5.039062531686511193e-07,9.929198969693686649e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
1.020408163265306006e-01,5.627441370670283050e-07,9.929198969693686649e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
1.224489795918367319e-01,6.030273058676982600e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
1.428571428571428492e-01,6.262206713181228679e-07,9.929198969693686649e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
1.632653061224489666e-01,6.408691066717153717e-07,9.931639826099569746e-07,9.929198969693686649e-07,9.931639826099569746e-07,9.931639826099569746e-07
1.836734693877550839e-01,6.484375236759376548e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
2.040816326530612013e-01,6.362305131624168553e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
2.244897959183673186e-01,6.567383112887625884e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.929198969693686649e-07
2.448979591836734637e-01,6.596679642534297727e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
2.653061224489795533e-01,6.613769047980611049e-07,9.929198969693686649e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07
2.857142857142856984e-01,6.652831845421758317e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
3.061224489795917880e-01,6.665038401187928230e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
3.265306122448979331e-01,6.674804100548215047e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
3.469387755102040782e-01,6.694336067702977289e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
3.673469387755101678e-01,6.713866897989362315e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
3.877551020408163129e-01,6.726074590623909444e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
4.081632653061224025e-01,6.755371120270581287e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
4.285714285714285476e-01,6.755371120270581287e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
4.489795918367346372e-01,6.770019669311011512e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
4.693877551020407823e-01,6.774901950556966312e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
4.897959183673469274e-01,6.796874774117611651e-07,9.934081819373830058e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07
5.102040816326530726e-01,6.799316198957683355e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
5.306122448979591066e-01,6.831054721878615510e-07,9.929198969693686649e-07,9.921875263607660145e-07,9.929198969693686649e-07,9.931639826099569746e-07
5.510204081632652517e-01,6.821289022518328693e-07,9.931639826099569746e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07
5.714285714285713969e-01,6.838378996398830623e-07,9.936522675779713154e-07,9.931639826099569746e-07,9.929198969693686649e-07,9.931639826099569746e-07
5.918367346938775420e-01,6.843261846078974031e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
6.122448979591835760e-01,6.845702702484857127e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
6.326530612244897211e-01,6.860351251525287353e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.934081819373830058e-07
6.530612244897958663e-01,6.870117519319762778e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
6.734693877551020114e-01,6.879882081811672379e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
6.938775510204081565e-01,6.899414048966434621e-07,9.938964669053973466e-07,9.929198969693686649e-07,9.931639826099569746e-07,9.931639826099569746e-07
7.142857142857141906e-01,6.904296898646578029e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
7.346938775510203357e-01,6.909179748326721437e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
7.551020408163264808e-01,6.936035421567510184e-07,9.931639826099569746e-07,9.936522675779713154e-07,9.931639826099569746e-07,9.929198969693686649e-07
7.755102040816326259e-01,6.933593428293249872e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
7.959183673469386600e-01,6.955566251853895210e-07,9.931639826099569746e-07,9.919433270333399832e-07,9.931639826099569746e-07,9.931639826099569746e-07
8.163265306122448051e-01,6.945800552493608393e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
8.367346938775509502e-01,6.940918271247653593e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
8.571428571428570953e-01,6.948241977333680097e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
8.775510204081632404e-01,6.955566251853895210e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
8.979591836734692745e-01,6.984863349934755661e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.934081819373830058e-07,9.931639826099569746e-07
9.183673469387754196e-01,6.977538506980351940e-07,9.931639826099569746e-07,9.936522675779713154e-07,9.931639826099569746e-07,9.934081819373830058e-07
9.387755102040815647e-01,6.999511330540997278e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.926758113287803553e-07
9.591836734693877098e-01,6.999511330540997278e-07,9.931639826099569746e-07,9.934081819373830058e-07,9.931639826099569746e-07,9.931639826099569746e-07
9.795918367346938549e-01,6.992187624454970774e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
1.000000000000000000e+00,7.006836173495400999e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07,9.931639826099569746e-07
